site_name,context,material,lab_ref,c14_bp,error
E18 lok.50,Grave,Charcoal (Corylus),TRa-1126,1875,40
E18 lok.51,,Charcoal (Corylus),UBA-17814,8820,57
E18 lok.51,Hearth,Charcoal (Pinus),TRa-1128,7250,45
E18 lok.51,Old turf,Charcoal (Corylus),UBA-17827,3196,23
E18 lok.51,"Fegate, posthole",Charcoal (Corylus),UBA-17807,3047,25
E18 lok.51,Old turf,Charcoal (Corylus),TRa-2279,2945,40
E18 lok.51,Old turf,Charcoal (Corylus),UBA-17810,2863,28
E18 lok.51,Fegate,Charcoal (Corylus),UBA-17826,2715,24
E18 lok.51,"Fegate, posthole",Charcoal (Corylus),UBA-17825,2474,20
E18 lok.51,Cultivation layer,Charcoal (Corylus),UBA-17813,2446,35
E18 lok.51,Old turf,Charcoal (Corylus),UBA-17824,2367,20
E18 lok.51,Cultivation layer,Charcoal (Corylus),TRa-1132,2285,35
E18 lok.51,Cultivation layer,Charcoal (Betula),TRa-1135,2280,35
E18 lok.51,"Fegate, posthole",Charcoal (Corylus),UBA-17805,2269,21
E18 lok.51,Oven/forge/furnace,NA (Alnus),UBA-18532,2266,25
E18 lok.51,Cultivation layer,Charcoal (Corylus),TRa-1136,2240,35
E18 lok.51,Old turf,Charcoal (Alnus),UBA-17806,2240,27
E18 lok.51,Cultivation layer,Charcoal (Corylus),UBA-17822,2197,27
E18 lok.51,Oven/markoverflate,Charcoal (Alnus),UBA-17818,2160,29
E18 lok.51,Cultivation layer,Cereal (Triticum),UBA-17823,2145,24
E18 lok.51,Layer,Charcoal (Tilia),UBA-17817,2131,22
E18 lok.51,Cultivation layer,Charcoal (Betula),UBA-17829,2118,24
E18 lok.51,Cultivation layer,Cereal (Hordeum),TRa-1374,2100,30
E18 lok.51,Cultivation layer,Charcoal (Corylus),TRa-1138,2090,35
E18 lok.51,Cultivation layer,Charcoal (Corylus),UBA-17812,2088,44
E18 lok.51,,Cerealia (Hordeum),UBA-18851,2080,23
E18 lok.51,Cultivation layer,Charcoal (Corylus),TRa-1133,2075,35
E18 lok.51,Hearth,Charcoal (Alnus),UBA-17803,2024,22
E18 lok.51,Layer,Charcoal (Betula),UBA-17816,2003,20
E18 lok.51,Cultivation layer,Charcoal (Corylus),TRa-1137,2000,30
E18 lok.51,Cultivation layer,Charcoal (Alnus),UBA-17815,1961,24
E18 lok.51,Cultivation layer,Charcoal (Corylus),TRa-1130,1900,25
E18 lok.51,Layer,Charcoal (Corylus),UBA-17819,1856,32
E18 lok.51,Fegate,Charcoal (Quercus),UBA-17802,1816,27
E18 lok.51,Cultivation layer,Charcoal (Betula),TRa-1129,1795,35
E18 lok.51,Fegate,Charcoal (Alnus),TRa-2280,1760,30
E18 lok.51,Cultivation layer,Charcoal (Corylus),TRa-1131,1670,35
E18 lok.51,Oven/forge/furnace,Charcoal (Quercus),UBA-17809,1629,21
E18 lok.51,Fegate,Charcoal (Alnus),UBA-17821,1530,19
E18 lok.51,Layer,Charcoal (Corylus),UBA-17820,1522,25
E18 lok.51,Oven/forge/furnace,Charcoal (Fagus),UBA-17804,149,18
E18 lok.51,Oven/forge/furnace,Charcoal (Fagus),UBA-17828,108,22
E18 lok.51,Oven/forge/furnace,Charcoal (Juniper),UBA-17811,107,26
E18 lok.53,Cooking pit,Charcoal (Quercus),TRa-1924,1940,35
E18 lok.53,Cooking pit,Charcoal (Alnus),TRa-1926,1810,35
E18 lok.53,Cooking pit,Charcoal (Betula),TRa-1925,1800,35
E18 lok.54,Layer,Nutshell (Hazel nutshell),UBA-17542,8534,36
E18 lok.54,Layer,Charcoal (Populus),UBA-18573,8247,38
E18 lok.54,Layer,Charcoal (Corylus avellana),UBA-18195,4675,40
E18 lok.54,Layer,Nutshell (Hazel nutshell),UBA-17543,3041,29
E18 lok.54,Layer,Charcoal (Corylus avellana),UBA-18193,2974,40
E18 lok.54,Cooking pit,Charcoal (Corylus),TRa-1933,2890,40
E18 lok.54,Cooking pit,Charcoal (Corylus),TRa-1935,2880,35
E18 lok.54,Layer,Charcoal (Corylus),UBA-18205,2880,22
E18 lok.54,Layer,Charcoal (Corylus),TRa-2526,2665,45
E18 lok.54,Cooking pit,Charcoal (Corylus),TRa-1934,2550,35
E18 lok.54,Layer,Charcoal (Corylus),UBA-18204,2535,20
E18 lok.54,Layer,Charcoal (Corylus avellana),UBA-18201,2509,40
E18 lok.54,Unknown,Cereal (Ceralia),UBA-17540,2448,26
E18 lok.54,Layer,Nutshell (Hazel nutshell),UBA-17544,2446,29
E18 lok.54,Layer,Charcoal (Quercus),UBA-18572,2394,29
E18 lok.54,Layer,Charcoal (Acer ),UBA-18198,2379,40
E18 lok.54,Layer,Charcoal (Corylus avellana),UBA-18194,2378,40
E18 lok.54,Layer,Nutshell (Hazel nutshell),UBA-17541,2347,27
E18 lok.54,Layer,Charcoal (Corylus avellana),UBA-18202,2279,22
E18 lok.54,Layer,Charcoal (Corylus),TRa-2528,2250,30
E18 lok.54,Old turf,Charcoal (Corylus),TRa-1928,2235,35
E18 lok.54,Cooking pit,Charcoal (Corylus),TRa-1929,2205,35
E18 lok.54,Layer,Charcoal (Corylus avellana),UBA-18200,2183,40
E18 lok.54,Layer,Charcoal (Alnus),UBA-18203,2128,40
E18 lok.54,Cooking pit,Charcoal (Corylus),TRa-1936,2105,35
E18 lok.54,Layer,Charcoal (Betula),UBA-18571,2097,25
E18 lok.54,Layer,Charcoal (Populus sp. ),UBA-18190,2026,40
E18 lok.54,Layer,Charcoal (Populus),UBA-18189,1878,19
E18 lok.54,Cooking pit,Charcoal (Corylus),TRa-1931,1860,35
E18 lok.54,Unknown,Charcoal (Alnus sp.),UBA-18191,1848,40
E18 lok.54,Cooking pit,Charcoal (Salix),TRa-1930,1835,35
E18 lok.54,Cooking pit,Charcoal (Quercus),TRa-1937,1830,40
E18 lok.54,Layer,Charcoal (Fraxinus),UBA-18206,1766,19
E18 lok.54,Charcoal layer,Charcoal (Corylus),TRa-1932,1765,35
E18 lok.54,Cooking pit,Hazel nutshell (Juniper),TRa-2527,1070,30
E18 lok.54,Layer,Charcoal (Fagus),UBA-18444,337,25
E18 lok.54,Layer,Charcoal (Fagus),UBA-18443,336,29
E18 lok.54,Cultivation layer,Nutshell (Juniper),TRa-2525,320,30
E18 lok.54,,Charcoal (Corylus avellana),UBA-18196,298,40
E18 lok.54,Layer,Charcoal (Juniper),TRa-2529,270,30
E18 lok.63,Cultivation layer,Charcoal (Indet.),UBA-17545,2789,28
E18 lok.63,Cultivation layer,Charcoal (Corylus),UBA-18445,2758,25
E18 lok.64,Pit,Charcoal (Alnus),TRa-1938,140,35
E18 lok.65,Hearth,Charcoal (Picea),TRa-1939,250,35
E18 lok.7,Ditch,Charcoal (Corylus),UBA-17531,2186,21
E18 lok.7,Cooking pit,unknown (Alnus),UBA-17458,2123,28
E18 lok.7,Cooking pit,Charcoal (Indet.),UBA-17460,2081,20
E18 lok.7,Cooking pit,Charcoal (Alnus),UBA-17462,2070,24
E18 lok.7,Cooking pit,Charcoal (Alnus),UBA-17461,2067,27
E18 lok.7,Cooking pit,unknown (Betula),UBA-17459,2026,22
E18 lok.74,Cooking pit,Charcoal (Corylus),TRa1691,2180,45
E18 lok.75,Cooking pit,Charcoal (Fraxinus),TRa-1941,3475,45
E18 lok.75,Unknown,Charcoal (Salix/vier),TRa-1692,3410,45
E18 lok.75,Hearth,Cereal (Hordeum),UBA-18210,2793,34
E18 lok.75,Indet.,Charcoal (Alnus),TRa-1940,2500,35
E18 lok.76,Cooking pit,Charcoal (Alnus),TRa-1942,2540,35
E18 lok.76,Cooking pit,Charcoal (Salix/vier),TRa-1693,2485,30
E18 lok.76,Cooking pit,Charcoal (Alnus),TRa-1694,2185,40
E18 lok.78,Unknown,Charcoal (Corylus),UBA-17546,2821,30
E18 lok.78,Cooking pit,Charcoal (Pinus),TRa-1945,2765,30
E18 lok.78,Cooking pit,Charcoal (Pinus),TRa-1947,2595,35
E18 lok.78,Cooking pit,Charcoal (Corylus),TRa-1697,2510,35
E18 lok.78,Cooking pit,Charcoal (Corylus),TRa-1944,1755,40
E18 lok.78,Cooking pit,Charcoal (Alnus),TRa-1696,1730,30
E18 lok.78,Cooking pit,Charcoal (Alnus),TRa-1695,1655,30
E18 lok.78,Unknown,Charcoal (Alnus),TRa-1946,835,30
E18 lok.78,Unknown,Charcoal (Alnus),TRa-1948,305,30
E18 lok.8,Hearth,Charcoal (Corylus),UBA-17464,1905,20
E18 lok.8,Pit,Charcoal (Pinus),UBA-17463,553,18
E18 lok.81,Hearth,Charcoal (Salix),UBA-18207,3116,23
E18 lok.81,Unknown,Charcoal (Quercus),UBA-18209,2589,20
E18 lok.81,Oven/forge/furnace,Charcoal (Corylus),UBA-18208,2384,20
E18 lok.81,Cooking pit,Charcoal (Alnus),TRa-1949,2265,35
E18 lok.81,Cooking pit,Charcoal (Alnus),TRa-1950,2200,35
E18 lok.81,Unknown,Charcoal (Alnus),TRa-1952,1645,35
E18 lok.81,Posthole,Charcoal (Alnus),TRa-1953,1630,30
E18 lok.9,Cooking pit,Charcoal (Corylus),TRa-734,2765,30
E18 lok.9,Cooking pit,Charcoal (alnus),TRa-1338,2470,25
E18 lok.9,Posthole,Charcoal (Alnus),TRa-727,2225,30
E18 lok.9,Posthole,Charcoal (Alnus),TRa-733,2225,30
E18 lok.9,Posthole,Charcoal (Corylus),TRa-738,2035,60
E18 lok.9,Pit,Charcoal (Populus),TRa-737,1835,30
E18 lok.9,Wall ditch,Bone (Sus scrofus),TRa-2611,1815,40
E18 lok.9,Posthole,Charcoal (Alnus),TRa-739,1765,30
E18 lok.9,Wall ditch,Bone (Mammalia),TRa-2610,1670,40
E18 lok.9,Grave,Cereal (Hordeum),TRa-1342,1625,25
E18 lok.9,Wall ditch,Bone (Mammalia),TRa-2612,1600,40
E18 lok.9,Posthole,Cereal (Cerealia indet.),TRa-1340,1585,25
E18 lok.9,Cooking pit,Charcoal (Fraxinus),TRa-1339,1575,25
E18 lok.9,Wall ditch,Bone (Mammalia),TRa-2613,1575,40
E18 lok.9,Wall ditch,Charcoal (Salix),TRa-730,1570,30
E18 lok.9,Posthole,Charcoal (Salix),TRa-732,1550,30
E18 lok.9,Posthole,Charcoal (Alnus),TRa-740,1540,30
E18 lok.9,Wall ditch,Charcoal (Populus),TRa-731,1485,30
E18 lok.9,Wall ditch,Charcoal (Juniper),TRa-729,1480,30
E18 lok.9,Wall ditch,Charcoal (Alnus),TRa-728,1460,30
E18 lok.9,Posthole,Charcoal (Salix),TRa-736,1440,30
E18 lok.9,Posthole,Charcoal (Quercus),TRa-735,1310,30
E18 lok.90,Cultural layer,Nutshell (Hazel nutshell),UBA-18446,4830,28
E18 lok.90,Stone construction,Nutshell (Hazel nutshell),UBA-17547,3249,33
E18 lok.90,Cultivation layer,Charcoal (Corylus),UBA-18212,3081,25
E18 lok.90,Indet.,Charcoal (quercus),TRa-1956,2960,35
E18 lok.90,Burial mound,Charcoal (Pinus),TRa-1955,2535,40
E18 lok.90,Burial mound,Cereal (Hordeum),UBA-17473,2149,21
E18 lok.90,Cooking pit,Charcoal (Alnus),TRa-1954,2120,30
E18 lok.90,Stone construction,Cereal (Hordeum),UBA-17472,2097,20
E18 lok.91,Pit,Charcoal (Betula),UBA-18238,3245,22
E18 lok.91,Cooking pit/hearth,Charcoal (Corylus),UBA-18239,2820,20
E18 lok.91,Cooking pit/hearth,Charcoal (Corylus),UBA-18575,2425,28
E18 lok.91,Pit w. charcoal and bone,Bone (Cattle),UBA-18529,2323,26
E18 lok.91,Cooking pit,Charcoal (Alnus),UBA-18241,2221,20
E18 lok.92,Cooking pit/hearth,Charcoal (Alnus),UBA-18237,2201,25
E18 lok.93,"Circular ditch, grave",Charcoal (Alnus),TRa-1958,3235,50
E18 lok.93,"Circular ditch, grave",Charcoal (Juniper),TRa-1957,2170,30
E18 lok.93,Indet.,Charcoal (Juniper),TRa-1961,225,25
E18 lok.93,"Circular ditch, grave",Charcoal (Juniper),TRa-1959,205,30
E18 lok.93,Cooking pit,Charcoal (Alnus),TRa-1960,175,25
E18 lok.95,Indet.,Charcoal (Indet.),UBA-17549,3233,29
E18 lok.95,Pit,Charcoal (Indet.),UBA-17548,3200,26
E18 lok.95,Cooking pit,Charcoal (Alnus),TRa-1965,2310,25
E18 lok.95,Cooking pit,Charcoal (Alnus),TRa-1964,2285,25
E18 lok.95,Cooking pit,Charcoal (Salix/vier),TRa-1962,2210,35
E18 lok.95,Cooking pit,Charcoal (Salix/vier),TRa-1963,2115,35
E18 lok.95,Cooking pit,Cereal (Hordeum),UBA-17474,2078,19
Eidet,Hearth,Charcoal (NA),T-2312,3080,70
Eidet,Cultural layer,Charcoal (NA),T-2314,2730,120
Eidet,Wall,Charcoal (NA),T-2316,1820,80
Eidet,Wall,Charcoal (NA),T-2313,1210,80
Eidet,Wall,Charcoal (NA),T-2315,600,60
Eidstein,,Cerealia,LuS-14850,3070,40
Eidstein,,Cerealia,LuS-14849,3060,40
Eidstein,,Cerealia,LuS-14851,3050,40
Eidstein,,Cerealia,LuS-14846,3040,40
Eidstein,,Cerealia,LuS-14852,3035,40
Eidstein,,Cerealia,LuS-14853,3035,40
Eidstein,,Cerealia,LuS-14847,3025,40
Eidstein,,Cerealia,LuS-14848,3005,40
Eik,Cooking pit,Charcoal (NA),T-10928,2167,51
Eik,Cooking pit,Charcoal (deciduous tree),T-10927,1789,81
Eik,Cooking pit,"Charcoal (Corylus,)",T-10926,1675,67
Elgesem Lok. 46,Cooking pit,"Charcoal (Betula, Corylus, fraxinus, Salix)",Beta-236873,3520,40
Elgesem Lok. 46,Posthole,Charcoal (deciduous tree),Beta-234343,1950,40
Elgesem Lok. 46,Cooking pit,Charcoal (Quercus),Beta-236872,1860,40
Elgesem Lok. 46,Posthole,Charcoal (deciduous tree),Beta-234344,1560,40
Farmannshaugen,Burial mound,bone (Cattle),T-11031,1072,109
Farmannshaugen,Burial mound,bone (Cattle),T-11030,239,58
Fevang,Grave,Charcoal (Quercus),T-11021,3684,114
Fevang,Cooking pit,"Charcoal (Alnus, fraxinus)",T-11022,1965,81
Fevang,Cooking pit,Charcoal (Alnus),T-11023,1866,82
Fevang,Settlement site,Peat (NA),T-6909,2080,80
Fevang,Cairn,Charcoal (Betula),T-5649,2240,140
Fevang,Field,Peat (NA),T-5648,2020,70
Fevang,Field,Peat (NA),T-5647,980,80
Fevang,Cultivation layer,Charcoal (Quercus),T-5646,1670,70
Fevang nordre 21/34,Burial ditch,Charcoal (Fagus),Ua-54091,1573,27
Fevang nordre 21/34,Burial ditch,Charcoal (deciduous tree),Ua-54092,1340,32
Fjukstad,Grave,Charcoal (Betula),TRa-51,2980,35
Fjukstad,Grave,"Charcoal (Betula, Corylus, Quercus)",TRa-49,2475,35
Fjukstad,Grave,"Charcoal (Betula, Corylus, Quercus)",TRa-47,2280,35
Fjukstad,Hearth,Charcoal (Betula),TRa-50,2270,30
Fjukstad,Cooking pit,Charcoal (Betula),TRa-48,1700,30
Førstad store 1,Cooking pit/fireplace (ID 23),Hazel/ash (Corylus/Fraxinus),T-19378,2850,95
Førstad store 1,Post hole (ID 42),Birch/hazel (Betula/Corylus),TUa-7113,2600,30
Førstad store 1,Post hole (ID 43),Birch/hazel (Betula/Corylus),TUa-7114,1410,30
Førstad store 1,Post hole (ID 44),Birch/hazel/ash (Betula/Corylus/Fraxinus),TUa-7115,2205,30
Førstad store 1,Post hole (ID 47),Birch/hazel (Betula/Corylus),TUa-7116,2475,30
Frebergsvik,,bone (Steinkobbe),TUa-3980,6574,47
Frebergsvik A,Fireplace,Charcoal,T-969,450,50
Frebergsvik B,Do.,Do.,T-929,2260,130
Frebergsvik B,Cultural layer,Animal bone,T-928,2020,140
Frebergsvik C,Concentration of charcoal,Charcoal,T-970,3850,110
Fyldpå 2,Cultivation layer,"Charcoal (Quercus, Pinus)",Beta-199561,3190,40
Fyldpå 2,Cairn,"Charcoal (Betula, Corylus, fraxinus, Quercus)",Beta-199559,2900,40
Fyldpå 2,Pit,"Charcoal (Betula, Corylus, fraxinus)",Beta-204708,2540,50
Fyldpå 2,Cairn,"Charcoal (Betula, Corylus, Pinus)",Beta-199557,950,40
Fyldpå 2,Cairn,"Charcoal (Quercus, Pinus)",Beta-199562,320,40
Fyldpå 2,Cairn,"Charcoal (Betula, Corylus, Pinus)",Beta-199556,270,40
Fyldpå 2,Cairn,"Charcoal (Quercus, Pinus)",Beta-199560,240,40
Fyldpå 2,Cairn,"Charcoal (Betula, Corylus, Pinus)",Beta-199558,190,40
Fyllpå,Field,Charcoal (Acer),T-9482,1670,145
Fyllpå,Field,Charcoal (NA),T-9480,865,155
Fyllpå,Field,Charcoal (picea),T-9481,471,73
Gåserud,Pottery,Charcoal (NA),T-2023,2250,90
Gåserud 1,Charcoal layer,Charcoal (NA),T-2191,3140,70
Gjerstad prestegård,Hearth,"Charcoal (Betula,Corylus)",T-13720,1703,80
Glenne,Clearance cairn,Charcoal (Corylus),TRa-6116,3385,35
Glenne,Cooking pit,"Charcoal (Betula, Pinus, Quercus)",TRa-6117,3325,40
Glenne,Clearance cairn,"Charcoal (Betula, Fraxinus, Populus, Salix)",TRa-6115,1725,30
Glenne,Clearance cairn,"Charcoal (Prunus, sorbus)",TRa-6114,395,30
Glenne,Clearance cairn,Charcoal (Pinus),TRa-6113,330,40
Gokstad,-,- (NA),Beta-435128,1270,30
Gokstad,-,- (NA),Beta-435124,1260,30
Gokstad,-,- (NA),Beta-435123,1240,30
Gokstad,-,- (NA),Beta-435119,1210,30
Gokstad,-,- (NA),Beta-435134,1200,30
Gokstad,-,- (NA),Beta-435120,1180,30
Gokstad,-,- (NA),Beta-435135,1180,30
Gokstad,-,- (NA),Beta-435121,1160,30
Gokstad,-,- (NA),Beta-435126,1160,30
Gokstad,-,- (NA),Beta-435127,1160,30
Gokstad,-,- (NA),Beta-435131,1160,30
Gokstad,-,- (NA),Ua-35439,1160,30
Gokstad,-,- (NA),Beta-435137,1140,30
Gokstad,-,- (NA),Beta-435139,1140,30
Gokstad,-,- (NA),Beta-435140,1140,30
Gokstad,-,- (NA),Beta-435125,1130,30
Gokstad,-,- (NA),Beta-435132,1120,30
Gokstad,-,- (NA),Beta-435138,1120,30
Gokstad,-,- (NA),Beta-435122,1100,30
Gokstad,-,- (NA),Beta-435129,1100,30
Gokstad,-,- (NA),Beta-435136,1070,30
Gokstad,-,- (NA),Beta-435130,1050,30
Gokstad,-,- (NA),Beta-435133,1050,30
Gromstul,Hearth,Charcoal (Betula),LuS-14700,2245,35
Gromstul,Cultivation layer,Charcoal (Pomoideae),LuS-14701,2440,40
Gromstul,Cultivation layer,Charcoal (Betula),LuS-14702,2235,35
Gromstul,Cultivation layer,Charcoal (Alnus),LuS-14703,2190,35
Gromstul,Cultivation layer,Charcoal (Alnus),LuS-14704,1560,35
Gromstul,Cultivation layer,Charcoal (Pomoideae),LuS-14705,2430,40
Grytingen,Cairn,Charcoal (picea),T-16943,918,55
Gulli 3,Ditch,"Charcoal (Betula, Corylus, tilia, prunus/sorbus)",Beta-199563,3260,70
Gulli 3,Cooking pit,"Charcoal (Betula, Corylus, fraxinus, Salix/populus)",Beta-199565,1600,60
Gulli 3,Hearth,"Charcoal (Betula, Corylus, tilia, fraxinus og Quercus)",Beta-199564,1490,60
Gulli 5,Cooking pit,"Charcoal (Betula, Salix/vier/populus, prunus/sorbus)",Beta-199535,6010,40
Gulli 5,Posthole,"Charcoal (Salix, vier/populus, fraxinus, Quercus, Pinus)",Beta-199538,3350,40
Gulli 5,Pit,"Charcoal (Betula, Corylus, Quercus)",Beta-199551,3310,40
Gulli 5,Posthole,macrofossil (NA),Beta-204703,3240,40
Gulli 5,Plough marks,"Charcoal (Betula, prunus/sorbus)",Beta-199509,2990,80
Gulli 5,Cooking pit,Charcoal (Betula),Beta-199549,2960,40
Gulli 5,Cooking pit,"Charcoal (Betula, Corylus, fraxinus, Quercus)",Beta-199506,2940,60
Gulli 5,Cooking pit,"Charcoal (Betula, fraxinus)",Beta-199553,2850,60
Gulli 5,Pit,"Charcoal (Betula, fraxinus, Quercus)",Beta-204716,2790,40
Gulli 5,Plough marks,"Charcoal (Betula, fraxinus, Pinus, Quercus, Corylus)",Beta-199545,2770,40
Gulli 5,Posthole,"Charcoal (Betula, Corylus, Quercus, Pinus, prunus/sorbus)",Beta-199554,2410,40
Gulli 5,Posthole,"Charcoal (Betula, fraxinus, Quercus, Corylus)",Beta-199547,2390,40
Gulli 5,Cooking pit,"Charcoal (Fraxinus, Corylus, Betula)",Beta-199528,2340,60
Gulli 5,Posthole,"Charcoal (Betula, Corylus, Pinus)",Beta-199555,2120,40
Gulli 5,Posthole,macrofossil (NA),Beta-204712,2090,40
Gulli 5,Oven/forge/furnace,"Charcoal (Betula, fraxinus, Corylus, Quercus)",Beta-204715,2090,40
Gulli 5,Cooking pit,Charcoal (Betula),Beta-199511,2080,40
Gulli 5,Cooking pit,Charcoal (Betula),Beta-199510,2070,60
Gulli 5,Posthole,macrofossil (NA),Beta-204710,2070,40
Gulli 5,Hearth,"Charcoal (Corylus, Betula, prunus/sorbus)",Beta-199529,2060,50
Gulli 5,Posthole,macrofossil (NA),Beta-204711,2060,40
Gulli 5,Posthole,macrofossil (NA),Beta-204713,2020,40
Gulli 5,Cooking pit,Charcoal (Betula),Beta-199530,2000,70
Gulli 5,Cooking pit,"Charcoal (Salix, vier/populus, Betula)",Beta-199517,1990,80
Gulli 5,Cooking pit,"Charcoal (Pinus, Betula)",Beta-199524,1990,60
Gulli 5,Cooking pit,"Charcoal (Betula, Corylus)",Beta-199525,1990,60
Gulli 5,Pit,Charcoal (Betula),Beta-199508,1960,50
Gulli 5,Cooking pit,Charcoal (Betula),Beta-199548,1950,60
Gulli 5,Cooking pit,Charcoal (Pinus),Beta-199534,1930,60
Gulli 5,Cooking pit,Charcoal (Betula),Beta-199515,1920,60
Gulli 5,Cooking pit,"Charcoal (Betula, Pinus)",Beta-199531,1910,70
Gulli 5,Cooking pit,"Charcoal (Fraxinus, Corylus, Salix, Betula)",Beta-199513,1890,60
Gulli 5,Cooking pit,Charcoal (Pinus),Beta-199536,1890,60
Gulli 5,Posthole,"Charcoal (Betula, Corylus, Pinus)",Beta-199550,1880,40
Gulli 5,Cooking pit,"Charcoal (Corylus, Betula)",Beta-199527,1870,60
Gulli 5,Wall,"Charcoal (Betula, fraxinus)",Beta-204704,1860,40
Gulli 5,Cooking pit,"Charcoal (Quercus, Salix/vier/pil)",Beta-199520,1780,60
Gulli 5,Cooking pit,"Charcoal (Pinus, Quercus, fraxinus)",Beta-199532,1780,60
Gulli 5,Cooking pit,"Charcoal (Betula, Corylus)",Beta-199526,1730,80
Gulli 5,Cooking pit,Charcoal (Pinus),Beta-199507,1670,70
Gulli 5,Cooking pit,"Charcoal (Betula, Quercus, prunus/sorbus)",Beta-199533,1650,60
Gulli 5,Cooking pit,"Charcoal (Betula, Corylus, fraxinus, Pinus)",Beta-199544,1640,40
Gulli 5,Posthole,"Charcoal (Betula, fraxinus, Quercus, Corylus)",Beta-199546,1560,40
Gulli 5,Cooking pit,"Charcoal (Betula, Corylus)",Beta-199541,1550,60
Gulli 5,Posthole,macrofossil (Hazel nutshell),Beta-204707,1300,40
Gulli 5,Posthole,macrofossil (NA),Beta-204706,1250,40
Gulli 5,Posthole,"Charcoal (Betula, fraxinus)",Beta-204705,1210,40
Gulli 5,"Circular ditch, grave","Charcoal (Pinus, Quercus, Betula)",Beta-199521,1200,40
Gulli 5,Hearth,"Charcoal (Betula, Corylus, fraxinus, Pinus, Quercus)",Beta-199519,1080,70
Gulli 5,Posthole,"Charcoal (Betula, Corylus, Pinus)",Beta-204714,970,40
Gulli 5,Cooking pit,Charcoal (Pinus),Beta-199518,960,80
Gulli 5,Hearth,Charcoal (Pinus),Beta-199537,860,60
Gulli 5,Forge pit,"Charcoal (Pinus, Quercus)",Beta-199522,820,50
Gulli 5,Cooking pit,"Charcoal (Quercus, Betula, Pinus)",Beta-199540,780,50
Gulli 5,"Circular ditch, grave","Charcoal (Pinus, fraxinus)",Beta-199523,740,60
Gulli 5,Forge,Charcoal (Betula og Pinus),Beta-199516,670,50
Gulli 5,Cooking pit,"Charcoal (Betula, Pinus)",Beta-199539,660,60
Gulli 5,Hearth,Charcoal (Pinus og picea),Beta-199512,570,60
Gulli 5,Posthole,"Charcoal (Betula, Corylus, Pinus)",Beta-199552,390,40
Gulli 5,"Circular ditch, grave",Charcoal (Pinus),Beta-199514,190,60
Gulli 5,Cooking pit,"Charcoal (Pinus, picea)",Beta-199543,140,50
Gulli 5,Cooking pit,Charcoal (Pinus),Beta-199542,130,40
Gunnarsrød 10,Fireplace (ID 100001),Birch (Betula),UBA-19128,5778,31
Gunnarsrød 4,"Cultural layer, bottom (ID 100002)",Pine (Pinus),UBA-19158,7210,38
Gunnarsrød 4,"Cultural layer, top (ID 100002)",Birch (Betula),UBA-19159,6941,36
Gunnarsrød 4,Fireplace (ID 100000),Hazel (Corylus),UBA-19134,2396,24
Gunnarsrød 5,Fireplace (ID 1206),"Hazel (Corylus), nutshell",UBA-19147,7582,47
Gunnarsrød 5,Undefined feature (ID 1420),Birch (Betula),UBA-19145,7336,38
Gunnarsrød 5,Pit with pottery (ID 1519),Hazel (nutshell)/birch (Corylus/Betula),UBA-19160,4716,31
Gunnarsrød 5,Pit with pottery (ID 1519),Soot extracted from pottery sherd,LuS-10842,3600,60
Gunnarsrød 5,Disturbance (ID 1085),Birch (Betula),UBA-19146,168,29
Gunnarsrød 6a,Cooking pit/fireplace (ID 600),Birch/ash (Betula/Fraxinus),TRa-4112,3735,35
Gunnarsrød 6a,Charcoal layer,Birch (Betula),UBA-19130,2369,24
Gunnarsrød 6a,"Square (965x46y, layer 4)","Hazel (Corylus), nutshell",UBA-19131,1330,27
Gunnarsrød 6a,"Quadrant (969x49ySE, layer 3)","Hazel (Corylus), nutshell",UBA-19132,883,23
Gunnarsrød 6b,"Squares (917x626y, 916x626y, layer 5)","Hazel (Corylus), nutshell",UBA-19133,3608,25
Gunnarsrød 6b,Undefined feature (ID 1313),Pine (Pinus),TRa-4113,335,25
Gunnarsrød 7,Undefined feature (ID 1000),Birch (Betula),UBA-19129,5563,30
Gunnarsrød 7,Undefined feature (ID 1016),Birch/oak (Betula/Quercus),UBA-19162,1697,26
Gunnerød,Stone fence,Charcoal (NA),T-9871,2307,156
Gunnerød,Cairn,Charcoal (tilia),T-9874,2099,90
Gunnerød,Cairn,Charcoal (NA),T-9875,1758,93
Gunnerød,Stone fence,Charcoal (Corylus),TUa-325,1714,70
Gunnerød,Stone fence,Charcoal (Corylus),TUa-327,1506,82
Gunnerød,Stone fence,Charcoal (Corylus),TUa-326,1447,71
Gunnerød,Cairn,Husk (Fagus),T-9873,374,139
Gunnerød,Cairn,Charcoal (Fagus),T-9872,286,130
Gunnerød,Field,Charcoal (NA),TUa-78,1150,70
Gunnerød,Field,Charcoal (NA),TUa-77,960,122
Gunnerød,Cultural layer,Charcoal (corylus),TUa-244,2190,75
Gunnerød,Cultural layer,Charcoal (corylus),TUa-246,2005,75
Gunnerød,Cultural layer,"Charcoal (Betula,)",TUa-245,1900,75
Haga,Pit,Charcoal (Betula),T-13001,2834,46
Haga,Charcoal layer,Charcoal (Corylus),T-13002,2148,106
Hassum,Pit,Charcoal (Pinus),T-9562,352,64
Haugar,Cremation grave,Nutshell (Corylus),TUa-975,1203,60
Haugar,Cremation grave,Nutshell (Hazel nutshell),TUa-976,1177,67
Haugar,Cremation grave,Charcoal (Betula),TUa-1016,1145,72
Haugartinget,Grave,Charcoal (NA),Beta-362248,1300,30
Haugartinget,Grave,Bone (Mammalia),Beta-361406,1190,30
